offset,latA,latB,label
0x73400,282.7,312.2,0
0x73480,282.4,311.9,0
0x73500,281.9,315.6,0
0x73580,281.7,315.5,0
0x73600,282.6,311.9,0
0x73680,282.6,311.8,0
0x73700,281.9,315.3,0
0x73780,281.8,315.6,0
0x73800,281.3,318.7,0
0x73880,281.2,318.7,0
0x73900,306.4,281.3,1
0x73980,306.2,281.4,1
0x73a00,281.4,318.7,0
0x73a80,281.2,318.7,0
0x73b00,306.6,281.3,1
0x73b80,306.4,281.4,1
0x73c00,282.7,308.8,0
0x73c80,282.6,308.8,0
0x73d00,280.8,310.4,0
0x73d80,280.8,310.4,0
0x73e00,282.7,308.7,0
0x73e80,282.6,308.7,0
0x73f00,280.8,310.3,0
0x73f80,280.8,310.2,0
0x74000,277.9,306.5,0
0x74080,277.7,306.4,0
0x74100,277.1,303.1,0
0x74180,277.2,303.3,0
0x74200,277.8,306.5,0
0x74280,277.8,306.6,0
0x74300,277.1,303.3,0
0x74380,277.3,303.2,0
0x74400,303.6,277.7,1
0x74480,303.5,277.5,1
0x74500,277.0,314.5,0
0x74580,276.8,314.4,0
0x74600,303.4,277.7,1
0x74680,303.5,277.7,1
0x74700,276.9,314.4,0
0x74780,276.8,314.4,0
0x74800,277.5,311.2,0
0x74880,277.3,311.0,0
0x74900,276.9,306.7,0
0x74980,276.8,306.5,0
0x74a00,277.3,311.2,0
0x74a80,277.3,311.3,0
0x74b00,277.0,306.7,0
0x74b80,277.0,306.7,0
0x74c00,303.8,278.7,1
0x74c80,303.6,278.7,1
0x74d00,302.6,277.8,1
0x74d80,302.4,277.8,1
0x74e00,303.6,278.5,1
0x74e80,303.7,278.6,1
0x74f00,302.5,277.7,1
0x74f80,302.5,277.8,1
0x75000,278.5,302.2,0
0x75080,278.2,302.2,0
0x75100,277.4,304.1,0
0x75180,277.4,304.2,0
0x75200,278.2,302.2,0
0x75280,278.3,302.3,0
0x75300,277.4,304.2,0
0x75380,277.4,304.2,0
0x75400,277.9,308.5,0
0x75480,277.8,308.5,0
0x75500,302.9,275.2,1
0x75580,302.9,275.4,1
0x75600,277.8,308.5,0
0x75680,277.8,308.5,0
0x75700,303.1,275.1,1
0x75780,303.0,275.2,1
0x75800,278.4,303.9,0
0x75880,278.5,304.1,0
0x75900,277.3,311.7,0
0x75980,277.1,311.7,0
0x75a00,278.5,303.8,0
0x75a80,278.4,304.1,0
0x75b00,277.4,311.8,0
0x75b80,277.2,311.8,0
0x75c00,304.0,275.1,1
0x75c80,304.0,274.9,1
0x75d00,303.4,274.6,1
0x75d80,303.2,274.5,1
0x75e00,304.0,275.1,1
0x75e80,303.7,274.9,1
0x75f00,303.5,274.4,1
0x75f80,303.4,274.5,1
0x76000,304.5,276.3,1
0x76080,304.2,276.2,1
0x76100,277.9,313.1,0
0x76180,277.7,312.8,0
0x76200,304.3,276.3,1
0x76280,304.4,276.2,1
0x76300,277.7,312.8,0
0x76380,277.7,312.8,0
0x76400,278.8,305.4,0
0x76480,278.5,305.3,0
0x76500,279.0,302.0,0
0x76580,279.1,302.1,0
0x76600,278.8,305.3,0
0x76680,278.7,305.4,0
0x76700,279.2,302.2,0
0x76780,279.3,302.2,0
0x76800,304.9,276.1,1
0x76880,304.6,276.2,1
0x76900,304.6,276.5,1
0x76980,304.6,276.5,1
0x76a00,304.8,276.1,1
0x76a80,304.7,276.0,1
0x76b00,304.7,276.4,1
0x76b80,304.7,276.4,1
0x76c00,278.3,308.4,0
0x76c80,278.2,308.4,0
0x76d00,279.0,305.6,0
0x76d80,278.9,305.5,0
0x76e00,278.5,308.5,0
0x76e80,278.5,308.2,0
0x76f00,279.1,305.5,0
0x76f80,278.7,305.5,0
0x77000,278.0,311.2,0
0x77080,277.9,311.1,0
0x77100,304.3,279.2,1
0x77180,304.2,279.2,1
0x77200,278.1,311.0,0
0x77280,278.0,311.0,0
0x77300,304.2,279.1,1
0x77380,304.3,278.8,1
0x77400,278.7,304.7,0
0x77480,278.7,304.6,0
0x77500,278.6,308.2,0
0x77580,278.7,308.2,0
0x77600,278.5,304.5,0
0x77680,278.8,304.6,0
0x77700,278.8,308.2,0
0x77780,278.7,308.0,0
0x77800,304.1,279.0,1
0x77880,303.8,279.0,1
0x77900,304.8,278.9,1
0x77980,304.7,278.9,1
0x77a00,303.9,278.9,1
0x77a80,303.9,278.7,1
0x77b00,304.7,278.8,1
0x77b80,304.7,278.8,1
0x77c00,278.6,308.1,0
0x77c80,278.5,307.8,0
0x77d00,277.5,315.5,0
0x77d80,277.5,315.5,0
0x77e00,278.4,308.0,0
0x77e80,278.1,308.0,0
0x77f00,277.3,315.4,0
0x77f80,277.4,315.5,0
0x78000,281.3,318.8,0
0x78080,281.3,318.7,0
0x78100,281.0,310.5,0
0x78180,280.9,310.3,0
0x78200,281.4,318.7,0
0x78280,281.3,318.7,0
0x78300,280.9,310.3,0
0x78380,281.0,310.5,0
0x78400,308.7,282.9,1
0x78480,308.6,283.0,1
0x78500,306.6,281.5,1
0x78580,306.4,281.3,1
0x78600,308.6,282.9,1
0x78680,308.5,282.9,1
0x78700,306.6,281.4,1
0x78780,306.6,281.4,1
0x78800,282.6,311.9,0
0x78880,282.6,311.9,0
0x78900,280.9,307.0,0
0x78980,281.1,307.1,0
0x78a00,282.5,311.9,0
0x78a80,282.6,311.8,0
0x78b00,281.0,307.0,0
0x78b80,281.1,307.0,0
0x78c00,308.0,283.2,1
0x78c80,308.1,282.8,1
0x78d00,281.7,315.5,0
0x78d80,281.8,315.7,0
0x78e00,308.0,283.0,1
0x78e80,308.0,283.0,1
0x78f00,281.8,315.5,0
0x78f80,281.8,315.7,0
0x79000,283.0,309.3,0
0x79080,283.0,309.2,0
0x79100,282.2,313.2,0
0x79180,282.2,313.1,0
0x79200,283.0,309.4,0
0x79280,282.8,309.4,0
0x79300,282.2,313.3,0
0x79380,282.1,313.2,0
0x79400,308.4,280.4,1
0x79480,308.5,280.3,1
0x79500,307.2,278.7,1
0x79580,307.1,278.7,1
0x79600,308.5,280.2,1
0x79680,308.4,280.2,1
0x79700,307.3,278.6,1
0x79780,307.3,278.7,1
0x79800,283.1,306.2,0
0x79880,283.2,306.1,0
0x79900,281.2,307.7,0
0x79980,281.2,307.5,0
0x79a00,283.1,305.9,0
0x79a80,283.1,306.0,0
0x79b00,281.2,307.7,0
0x79b80,281.3,307.9,0
0x79c00,281.7,315.9,0
0x79c80,281.6,316.0,0
0x79d00,306.9,278.8,1
0x79d80,306.9,278.8,1
0x79e00,281.8,315.9,0
0x79e80,281.7,316.0,0
0x79f00,307.0,278.7,1
0x79f80,306.7,278.8,1
0x7a000,303.5,274.6,1
0x7a080,303.4,274.6,1
0x7a100,303.9,275.2,1
0x7a180,303.8,275.1,1
0x7a200,303.3,274.5,1
0x7a280,303.3,274.5,1
0x7a300,303.9,275.2,1
0x7a380,304.0,275.1,1
0x7a400,281.0,314.9,0
0x7a480,280.9,314.9,0
0x7a500,278.1,304.1,0
0x7a580,278.2,304.1,0
0x7a600,281.0,315.0,0
0x7a680,281.0,314.8,0
0x7a700,278.2,304.1,0
0x7a780,278.2,304.0,0
0x7a800,303.1,275.1,1
0x7a880,303.0,275.0,1
0x7a900,281.2,312.5,0
0x7a980,281.2,312.3,0
0x7aa00,303.1,275.1,1
0x7aa80,303.0,275.1,1
0x7ab00,281.2,312.5,0
0x7ab80,281.2,312.5,0
0x7ac00,277.2,304.0,0
0x7ac80,277.3,304.3,0
0x7ad00,278.3,302.0,0
0x7ad80,278.2,302.1,0
0x7ae00,277.3,304.0,0
0x7ae80,277.3,304.0,0
0x7af00,278.4,302.2,0
0x7af80,278.3,302.0,0
0x7b000,302.5,277.5,1
0x7b080,302.4,277.6,1
0x7b100,303.7,278.6,1
0x7b180,303.8,278.7,1
0x7b200,302.5,277.5,1
0x7b280,302.6,277.4,1
0x7b300,303.8,278.7,1
0x7b380,303.8,278.7,1
0x7b400,277.1,306.6,0
0x7b480,276.9,306.7,0
0x7b500,281.0,315.2,0
0x7b580,280.8,315.0,0
0x7b600,276.9,306.6,0
0x7b680,276.8,306.7,0
0x7b700,280.9,315.0,0
0x7b780,280.8,315.0,0
0x7b800,280.4,317.4,0
0x7b880,280.3,317.5,0
0x7b900,303.5,277.5,1
0x7b980,303.5,277.4,1
0x7ba00,280.7,317.5,0
0x7ba80,280.5,317.3,0
0x7bb00,303.6,277.5,1
0x7bb80,303.5,277.5,1
0x7bc00,277.1,303.2,0
0x7bc80,277.1,303.1,0
0x7bd00,277.9,306.6,0
0x7bd80,277.8,306.7,0
0x7be00,277.2,303.1,0
0x7be80,277.2,303.0,0
0x7bf00,277.8,306.5,0
0x7bf80,277.9,306.7,0
0x7c000,278.2,308.0,0
0x7c080,278.4,307.9,0
0x7c100,278.9,304.9,0
0x7c180,278.7,304.8,0
0x7c200,278.3,308.0,0
0x7c280,278.4,308.0,0
0x7c300,278.8,305.1,0
0x7c380,278.7,305.0,0
0x7c400,304.0,278.8,1
0x7c480,304.0,278.7,1
0x7c500,277.2,315.4,0
0x7c580,277.2,315.4,0
0x7c600,303.9,278.9,1
0x7c680,304.0,278.8,1
0x7c700,277.2,315.4,0
0x7c780,277.2,315.4,0
0x7c800,278.0,311.2,0
0x7c880,278.0,311.2,0
0x7c900,278.6,308.3,0
0x7c980,278.8,308.1,0
0x7ca00,278.0,311.1,0
0x7ca80,278.0,311.3,0
0x7cb00,278.7,308.0,0
0x7cb80,278.7,307.9,0
0x7cc00,304.5,278.8,1
0x7cc80,304.4,278.7,1
0x7cd00,304.0,279.1,1
0x7cd80,304.1,279.1,1
0x7ce00,304.5,278.7,1
0x7ce80,304.4,278.6,1
0x7cf00,304.3,279.0,1
0x7cf80,304.1,279.0,1
0x7d000,278.8,302.0,0
0x7d080,278.9,302.0,0
0x7d100,279.0,305.6,0
0x7d180,279.2,305.5,0
0x7d200,279.0,302.1,0
0x7d280,278.7,301.8,0
0x7d300,278.9,305.5,0
0x7d380,279.2,305.4,0
0x7d400,278.4,308.5,0
0x7d480,278.5,308.5,0
0x7d500,304.7,276.7,1
0x7d580,304.7,276.5,1
0x7d600,278.5,308.5,0
0x7d680,278.4,308.4,0
0x7d700,304.7,276.4,1
0x7d780,304.5,276.3,1
0x7d800,278.6,305.3,0
0x7d880,278.6,305.3,0
0x7d900,277.8,312.6,0
0x7d980,277.7,312.7,0
0x7da00,278.8,305.2,0
0x7da80,278.6,305.3,0
0x7db00,277.7,312.9,0
0x7db80,277.8,312.8,0
0x7dc00,304.0,276.3,1
0x7dc80,304.2,276.3,1
0x7dd00,305.1,276.4,1
0x7dd80,304.9,276.4,1
0x7de00,304.5,276.2,1
0x7de80,304.3,276.3,1
0x7df00,305.0,276.5,1
0x7df80,304.9,276.4,1
0x7e000,304.0,274.6,1
0x7e080,304.0,274.6,1
0x7e100,277.4,311.6,0
0x7e180,277.2,311.6,0
0x7e200,304.0,274.6,1
0x7e280,303.9,274.6,1
0x7e300,277.1,311.7,0
0x7e380,277.2,311.5,0
0x7e400,278.6,303.8,0
0x7e480,278.5,303.9,0
0x7e500,277.5,300.5,0
0x7e580,277.5,300.4,0
0x7e600,278.5,303.9,0
0x7e680,278.3,303.8,0
0x7e700,277.8,300.5,0
0x7e780,277.7,300.4,0
0x7e800,304.0,276.2,1
0x7e880,304.1,276.4,1
0x7e900,302.9,275.0,1
0x7e980,302.7,275.1,1
0x7ea00,304.0,276.3,1
0x7ea80,303.9,276.5,1
0x7eb00,302.8,275.1,1
0x7eb80,302.8,275.2,1
0x7ec00,277.8,308.6,0
0x7ec80,277.9,308.6,0
0x7ed00,277.4,304.0,0
0x7ed80,277.3,304.1,0
0x7ee00,277.6,308.7,0
0x7ee80,277.8,308.8,0
0x7ef00,277.3,304.1,0
0x7ef80,277.4,304.0,0
0x7f000,277.3,311.1,0
0x7f080,277.4,311.2,0
0x7f100,302.6,277.6,1
0x7f180,302.6,277.5,1
0x7f200,277.2,311.1,0
0x7f280,277.3,311.2,0
0x7f300,302.3,277.5,1
0x7f380,302.3,277.5,1
0x7f400,278.0,304.7,0
0x7f480,277.9,304.7,0
0x7f500,277.0,306.7,0
0x7f580,277.0,306.8,0
0x7f600,277.9,304.8,0
0x7f680,277.8,304.8,0
0x7f700,276.8,306.7,0
0x7f780,276.8,306.7,0
0x7f800,303.5,277.3,1
0x7f880,303.4,277.2,1
0x7f900,303.0,277.1,1
0x7f980,302.9,277.2,1
0x7fa00,303.5,277.1,1
0x7fa80,303.3,277.3,1
0x7fb00,303.1,277.2,1
0x7fb80,302.9,277.2,1
0x7fc00,278.0,306.5,0
0x7fc80,278.0,306.5,0
0x7fd00,276.8,314.1,0
0x7fd80,276.8,314.1,0
0x7fe00,277.9,306.5,0
0x7fe80,277.8,306.4,0
0x7ff00,276.8,314.1,0
0x7ff80,276.8,314.2,0
0x80000,283.2,305.9,0
0x80080,282.8,306.0,0
0x80100,308.8,280.0,1
0x80180,308.7,280.2,1
0x80200,283.0,306.0,0
0x80280,283.0,306.0,0
0x80300,308.8,279.9,1
0x80380,308.9,280.0,1
0x80400,281.6,316.0,0
0x80480,281.6,316.0,0
0x80500,281.3,307.7,0
0x80580,281.2,307.8,0
0x80600,281.6,316.1,0
0x80680,281.6,316.2,0
0x80700,281.2,307.7,0
0x80780,281.3,307.6,0
0x80800,307.1,278.4,1
0x80880,307.2,278.5,1
0x80900,308.6,280.1,1
0x80980,308.3,280.1,1
0x80a00,307.2,278.6,1
0x80a80,307.1,278.5,1
0x80b00,308.6,280.0,1
0x80b80,308.3,280.2,1
0x80c00,282.7,309.2,0
0x80c80,282.8,309.0,0
0x80d00,281.3,304.4,0
0x80d80,281.5,304.5,0
0x80e00,282.9,309.0,0
0x80e80,282.9,309.3,0
0x80f00,281.6,304.6,0
0x80f80,281.3,304.5,0
0x81000,306.8,281.4,1
0x81080,306.8,281.3,1
0x81100,281.2,307.0,0
0x81180,281.0,306.9,0
0x81200,306.9,281.1,1
0x81280,306.7,281.3,1
0x81300,281.1,307.0,0
0x81380,281.0,306.9,0
0x81400,282.5,311.8,0
0x81480,282.4,311.9,0
0x81500,281.9,315.6,0
0x81580,281.8,315.5,0
0x81600,282.7,311.8,0
0x81680,282.7,311.8,0
0x81700,281.9,315.5,0
0x81780,281.8,315.6,0
0x81800,306.4,281.1,1
0x81880,306.4,281.3,1
0x81900,308.5,282.8,1
0x81980,308.5,282.6,1
0x81a00,306.3,281.4,1
0x81a80,306.4,281.3,1
0x81b00,308.3,282.8,1
0x81b80,308.3,282.6,1
0x81c00,282.7,308.7,0
0x81c80,282.5,308.9,0
0x81d00,280.9,310.2,0
0x81d80,280.9,310.3,0
0x81e00,282.6,308.7,0
0x81e80,282.6,308.8,0
0x81f00,280.9,310.3,0
0x81f80,281.0,310.3,0
0x82000,280.6,317.7,0
0x82080,280.6,317.5,0
0x82100,277.9,306.7,0
0x82180,277.8,306.7,0
0x82200,280.6,317.5,0
0x82280,280.5,317.5,0
0x82300,278.0,306.6,0
0x82380,277.9,306.6,0
0x82400,277.1,302.9,0
0x82480,276.9,303.0,0
0x82500,303.0,277.3,1
0x82580,303.0,277.2,1
0x82600,277.2,302.9,0
0x82680,277.1,302.9,0
0x82700,303.1,277.2,1
0x82780,302.9,277.1,1
0x82800,277.1,306.7,0
0x82880,276.9,306.8,0
0x82900,277.8,304.6,0
0x82980,277.9,304.7,0
0x82a00,277.0,306.8,0
0x82a80,277.1,306.7,0
0x82b00,278.0,304.5,0
0x82b80,277.8,304.7,0
0x82c00,303.7,278.6,1
0x82c80,303.5,278.6,1
0x82d00,302.5,277.7,1
0x82d80,302.7,277.5,1
0x82e00,303.6,278.5,1
0x82e80,303.5,278.5,1
0x82f00,302.6,277.3,1
0x82f80,302.4,277.5,1
0x83000,277.5,304.0,0
0x83080,277.2,304.0,0
0x83100,281.4,312.8,0
0x83180,281.3,312.7,0
0x83200,277.3,304.2,0
0x83280,277.3,304.0,0
0x83300,281.2,312.8,0
0x83380,281.2,312.7,0
0x83400,304.1,276.0,1
0x83480,304.2,276.0,1
0x83500,278.3,301.9,0
0x83580,278.2,301.9,0
0x83600,304.2,275.9,1
0x83680,304.0,275.9,1
0x83700,278.3,302.1,0
0x83780,278.0,301.8,0
0x83800,277.6,300.5,0
0x83880,277.5,300.5,0
0x83900,278.2,304.1,0
0x83980,278.4,304.1,0
0x83a00,277.6,300.2,0
0x83a80,277.8,300.3,0
0x83b00,278.1,304.1,0
0x83b80,278.3,304.2,0
0x83c00,303.9,275.0,1
0x83c80,303.8,275.0,1
0x83d00,303.5,274.3,1
0x83d80,303.5,274.5,1
0x83e00,303.9,275.1,1
0x83e80,303.7,275.0,1
0x83f00,303.4,274.7,1
0x83f80,303.3,274.5,1
0x84000,304.9,276.3,1
0x84080,304.8,276.5,1
0x84100,304.4,276.3,1
0x84180,304.3,276.4,1
0x84200,304.9,276.2,1
0x84280,304.9,276.2,1
0x84300,304.2,276.3,1
0x84380,304.4,276.5,1
0x84400,278.9,305.4,0
0x84480,278.8,305.4,0
0x84500,279.2,302.3,0
0x84580,279.1,302.3,0
0x84600,278.6,305.4,0
0x84680,278.7,305.5,0
0x84700,279.2,302.2,0
0x84780,279.1,302.3,0
0x84800,278.9,301.6,0
0x84880,279.0,301.9,0
0x84900,304.8,275.6,1
0x84980,304.8,275.7,1
0x84a00,278.9,301.9,0
0x84a80,278.8,301.9,0
0x84b00,304.9,275.6,1
0x84b80,304.8,275.7,1
0x84c00,278.5,308.6,0
0x84c80,278.5,308.4,0
0x84d00,278.9,305.5,0
0x84d80,279.0,305.4,0
0x84e00,278.6,308.5,0
0x84e80,278.3,308.5,0
0x84f00,279.0,305.5,0
0x84f80,278.9,305.5,0
0x85000,304.1,279.0,1
0x85080,304.2,279.1,1
0x85100,304.2,278.5,1
0x85180,304.1,278.6,1
0x85200,304.3,279.1,1
0x85280,304.3,279.2,1
0x85300,304.4,278.4,1
0x85380,304.3,278.4,1
0x85400,278.6,304.6,0
0x85480,278.6,304.5,0
0x85500,278.5,308.1,0
0x85580,278.7,308.1,0
0x85600,278.6,304.6,0
0x85680,278.5,304.6,0
0x85700,278.7,308.1,0
0x85780,278.8,308.1,0
0x85800,304.6,278.8,1
0x85880,304.6,278.8,1
0x85900,278.7,304.9,0
0x85980,278.6,305.0,0
0x85a00,304.6,278.8,1
0x85a80,304.5,278.8,1
0x85b00,278.6,305.1,0
0x85b80,278.6,305.0,0
0x85c00,278.2,307.8,0
0x85c80,278.2,307.9,0
0x85d00,277.3,315.6,0
0x85d80,277.4,315.6,0
0x85e00,278.4,308.1,0
0x85e80,278.4,308.0,0
0x85f00,277.2,315.5,0
0x85f80,277.2,315.4,0
0x86000,277.9,306.7,0
0x86080,277.8,306.5,0
0x86100,277.1,303.1,0
0x86180,277.3,303.2,0
0x86200,277.8,306.4,0
0x86280,277.9,306.4,0
0x86300,277.4,303.1,0
0x86380,277.3,303.2,0
0x86400,302.9,277.2,1
0x86480,302.7,277.1,1
0x86500,303.5,277.4,1
0x86580,303.4,277.6,1
0x86600,302.9,277.1,1
0x86680,302.8,277.1,1
0x86700,303.5,277.5,1
0x86780,303.5,277.5,1
0x86800,277.4,311.3,0
0x86880,277.3,311.3,0
0x86900,277.0,306.7,0
0x86980,277.1,306.7,0
0x86a00,277.4,311.3,0
0x86a80,277.2,311.4,0
0x86b00,277.1,306.8,0
0x86b80,277.0,306.8,0
0x86c00,277.9,304.8,0
0x86c80,278.0,304.8,0
0x86d00,303.7,278.9,1
0x86d80,303.6,278.9,1
0x86e00,277.8,305.0,0
0x86e80,278.0,305.0,0
0x86f00,303.7,278.8,1
0x86f80,303.5,278.9,1
0x87000,278.2,302.4,0
0x87080,278.4,302.2,0
0x87100,277.3,304.1,0
0x87180,277.2,304.2,0
0x87200,278.5,302.2,0
0x87280,278.2,302.3,0
0x87300,277.5,304.1,0
0x87380,277.4,304.2,0
0x87400,302.9,275.3,1
0x87480,303.0,275.3,1
0x87500,304.1,276.4,1
0x87580,304.1,276.4,1
0x87600,303.0,275.2,1
0x87680,303.1,275.4,1
0x87700,303.9,276.5,1
0x87780,304.0,276.4,1
0x87800,278.2,304.0,0
0x87880,278.3,304.0,0
0x87900,277.4,311.7,0
0x87980,277.1,311.6,0
0x87a00,278.3,303.7,0
0x87a80,278.3,304.0,0
0x87b00,277.3,311.8,0
0x87b80,277.1,311.7,0
0x87c00,303.3,274.3,1
0x87c80,303.4,274.3,1
0x87d00,277.8,300.5,0
0x87d80,277.6,300.3,0
0x87e00,303.2,274.6,1
0x87e80,303.3,274.6,1
0x87f00,277.7,300.6,0
0x87f80,277.4,300.4,0
0x88000,277.4,300.3,0
0x88080,277.5,300.4,0
0x88100,303.4,274.5,1
0x88180,303.3,274.5,1
0x88200,277.6,300.3,0
0x88280,277.5,300.5,0
0x88300,303.3,274.7,1
0x88380,303.3,274.7,1
0x88400,281.0,315.0,0
0x88480,280.7,314.9,0
0x88500,278.3,304.3,0
0x88580,278.3,304.3,0
0x88600,280.7,315.0,0
0x88680,281.0,315.0,0
0x88700,278.3,304.1,0
0x88780,278.2,304.2,0
0x88800,304.2,276.0,1
0x88880,304.1,276.0,1
0x88900,303.0,275.5,1
0x88980,303.0,275.5,1
0x88a00,304.0,276.0,1
0x88a80,304.1,276.0,1
0x88b00,303.0,275.4,1
0x88b80,303.1,275.5,1
0x88c00,277.5,304.2,0
0x88c80,277.5,304.2,0
0x88d00,278.1,302.1,0
0x88d80,278.1,302.2,0
0x88e00,277.3,304.0,0
0x88e80,277.2,304.2,0
0x88f00,278.1,302.1,0
0x88f80,278.1,302.0,0
0x89000,303.7,279.0,1
0x89080,303.6,279.0,1
0x89100,278.0,304.8,0
0x89180,277.9,304.8,0
0x89200,303.8,278.9,1
0x89280,303.6,279.0,1
0x89300,278.0,304.7,0
0x89380,278.1,304.8,0
0x89400,277.0,306.9,0
0x89480,277.1,306.8,0
0x89500,280.8,315.3,0
0x89580,280.8,315.2,0
0x89600,276.9,306.7,0
0x89680,277.0,306.8,0
0x89700,280.9,315.1,0
0x89780,280.7,315.1,0
0x89800,303.7,277.8,1
0x89880,303.6,277.7,1
0x89900,303.0,277.2,1
0x89980,303.0,277.3,1
0x89a00,303.5,278.0,1
0x89a80,303.5,277.9,1
0x89b00,302.9,277.2,1
0x89b80,302.9,277.3,1
0x89c00,277.2,303.0,0
0x89c80,277.1,303.1,0
0x89d00,277.8,306.8,0
0x89d80,277.8,306.7,0
0x89e00,277.3,303.0,0
0x89e80,277.1,302.9,0
0x89f00,277.9,306.8,0
0x89f80,277.9,306.8,0
0x8a000,281.2,318.9,0
0x8a080,281.3,318.8,0
0x8a100,280.7,310.4,0
0x8a180,280.8,310.5,0
0x8a200,281.1,318.8,0
0x8a280,281.2,318.7,0
0x8a300,280.7,310.3,0
0x8a380,280.8,310.4,0
0x8a400,282.5,308.8,0
0x8a480,282.6,309.0,0
0x8a500,308.5,282.8,1
0x8a580,308.4,282.8,1
0x8a600,282.7,308.9,0
0x8a680,282.5,308.8,0
0x8a700,308.5,282.6,1
0x8a780,308.4,282.7,1
0x8a800,282.6,312.0,0
0x8a880,282.5,311.9,0
0x8a900,281.1,307.3,0
0x8a980,281.2,307.2,0
0x8aa00,282.6,312.2,0
0x8aa80,282.4,312.1,0
0x8ab00,281.0,307.1,0
0x8ab80,281.0,307.1,0
0x8ac00,306.7,281.2,1
0x8ac80,306.7,281.2,1
0x8ad00,308.1,283.1,1
0x8ad80,308.1,283.0,1
0x8ae00,306.6,281.0,1
0x8ae80,306.8,281.2,1
0x8af00,308.1,283.1,1
0x8af80,307.9,283.0,1
0x8b000,283.1,309.4,0
0x8b080,282.7,309.4,0
0x8b100,282.0,313.3,0
0x8b180,282.1,313.2,0
0x8b200,282.9,309.5,0
0x8b280,282.8,309.4,0
0x8b300,282.1,313.3,0
0x8b380,282.1,313.0,0
0x8b400,307.3,278.6,1
0x8b480,307.1,278.8,1
0x8b500,281.4,304.8,0
0x8b580,281.3,304.7,0
0x8b600,307.2,278.5,1
0x8b680,307.3,278.7,1
0x8b700,281.5,304.5,0
0x8b780,281.5,304.7,0
0x8b800,283.1,306.3,0
0x8b880,283.1,306.1,0
0x8b900,281.1,307.8,0
0x8b980,281.3,307.8,0
0x8ba00,283.1,306.1,0
0x8ba80,283.1,306.3,0
0x8bb00,281.2,307.8,0
0x8bb80,281.3,307.9,0
0x8bc00,306.9,278.9,1
0x8bc80,306.9,278.8,1
0x8bd00,308.9,280.4,1
0x8bd80,308.6,280.2,1
0x8be00,306.8,278.8,1
0x8be80,306.8,278.9,1
0x8bf00,308.7,280.3,1
0x8bf80,308.8,280.3,1
0x8c000,303.3,274.2,1
0x8c080,303.4,274.4,1
0x8c100,303.8,274.9,1
0x8c180,303.6,274.9,1
0x8c200,303.2,274.4,1
0x8c280,303.3,274.4,1
0x8c300,303.8,274.8,1
0x8c380,303.9,274.8,1
0x8c400,278.3,304.1,0
0x8c480,278.2,304.1,0
0x8c500,277.8,300.2,0
0x8c580,277.7,300.5,0
0x8c600,278.3,303.9,0
0x8c680,278.2,303.8,0
0x8c700,277.4,300.5,0
0x8c780,277.6,300.6,0
0x8c800,278.3,302.2,0
0x8c880,278.1,302.2,0
0x8c900,304.0,276.5,1
0x8c980,304.0,276.6,1
0x8ca00,278.3,302.3,0
0x8ca80,278.0,302.5,0
0x8cb00,304.1,276.5,1
0x8cb80,304.2,276.4,1
0x8cc00,277.8,308.7,0
0x8cc80,277.7,308.7,0
0x8cd00,277.4,304.3,0
0x8cd80,277.4,304.2,0
0x8ce00,277.7,308.6,0
0x8ce80,277.8,308.7,0
0x8cf00,277.3,304.2,0
0x8cf80,277.2,304.4,0
0x8d000,302.7,277.7,1
0x8d080,302.8,277.8,1
0x8d100,303.7,279.0,1
0x8d180,303.8,279.2,1
0x8d200,302.6,277.9,1
0x8d280,302.6,277.8,1
0x8d300,303.6,279.1,1
0x8d380,303.6,279.0,1
0x8d400,277.9,304.8,0
0x8d480,277.9,304.8,0
0x8d500,277.0,306.6,0
0x8d580,277.1,306.7,0
0x8d600,277.9,304.8,0
0x8d680,278.0,304.9,0
0x8d700,277.0,306.8,0
0x8d780,277.1,306.6,0
0x8d800,303.0,277.1,1
0x8d880,302.9,277.0,1
0x8d900,277.1,303.2,0
0x8d980,277.0,303.2,0
0x8da00,302.9,277.2,1
0x8da80,303.0,277.1,1
0x8db00,277.2,303.1,0
0x8db80,277.1,303.3,0
0x8dc00,277.9,306.6,0
0x8dc80,277.9,306.5,0
0x8dd00,276.9,314.3,0
0x8dd80,276.7,314.3,0
0x8de00,277.9,306.6,0
0x8de80,278.0,306.7,0
0x8df00,276.8,314.3,0
0x8df80,276.6,314.4,0
0x8e000,278.1,308.0,0
0x8e080,278.3,308.0,0
0x8e100,278.7,304.9,0
0x8e180,278.6,305.1,0
0x8e200,278.2,308.1,0
0x8e280,278.3,307.8,0
0x8e300,278.7,305.0,0
0x8e380,278.8,305.1,0
0x8e400,304.7,278.8,1
0x8e480,304.7,278.9,1
0x8e500,304.1,278.9,1
0x8e580,303.9,278.8,1
0x8e600,304.5,278.8,1
0x8e680,304.6,279.0,1
0x8e700,304.0,278.9,1
0x8e780,304.1,279.0,1
0x8e800,278.0,311.4,0
0x8e880,278.1,311.3,0
0x8e900,278.9,308.2,0
0x8e980,278.6,308.3,0
0x8ea00,278.2,311.3,0
0x8ea80,277.9,311.4,0
0x8eb00,278.9,308.2,0
0x8eb80,279.0,308.3,0
0x8ec00,278.6,304.5,0
0x8ec80,278.6,304.5,0
0x8ed00,304.3,278.4,1
0x8ed80,304.0,278.4,1
0x8ee00,278.5,304.5,0
0x8ee80,278.6,304.6,0
0x8ef00,304.3,278.4,1
0x8ef80,304.2,278.4,1
