line,offset,latA,latB,label
3815,0x77380,303.9,279.0,1
3816,0x77400,278.5,304.5,0
3817,0x77480,278.4,304.7,0
3818,0x77500,278.6,308.0,0
3819,0x77580,278.6,307.8,0
3820,0x77600,278.3,304.4,0
3821,0x77680,278.3,304.5,0
3822,0x77700,278.6,308.1,0
3823,0x77780,278.5,308.1,0
3824,0x77800,303.9,278.9,1
3825,0x77880,303.8,278.8,1
3826,0x77900,304.4,279.1,1
3827,0x77980,304.4,279.0,1
3828,0x77a00,303.9,278.9,1
3829,0x77a80,303.7,278.9,1
3830,0x77b00,304.5,278.9,1
3831,0x77b80,304.4,279.0,1
3832,0x77c00,278.4,307.8,0
3833,0x77c80,278.4,308.0,0
3834,0x77d00,277.1,315.5,0
3835,0x77d80,277.3,315.5,0
3836,0x77e00,278.2,307.9,0
3837,0x77e80,278.2,307.8,0
3838,0x77f00,277.4,315.5,0
3839,0x77f80,277.2,315.4,0
3840,0x78000,281.3,318.6,0
3841,0x78080,281.2,318.6,0
3842,0x78100,281.0,310.3,0
3843,0x78180,280.6,310.3,0
3844,0x78200,281.2,318.6,0
3845,0x78280,281.2,318.5,0
3846,0x78300,280.9,310.3,0
3847,0x78380,280.7,310.3,0
3848,0x78400,308.5,282.9,1
3849,0x78480,308.4,282.8,1
3850,0x78500,306.2,281.2,1
3851,0x78580,306.3,281.2,1
3852,0x78600,308.5,282.8,1
3853,0x78680,308.4,282.8,1
3854,0x78700,306.3,281.6,1
3855,0x78780,306.2,281.4,1
3856,0x78800,282.4,311.9,0
3857,0x78880,282.3,312.0,0
3858,0x78900,280.8,306.9,0
3859,0x78980,280.9,307.0,0
3860,0x78a00,282.4,311.9,0
3861,0x78a80,282.4,311.9,0
3862,0x78b00,280.7,307.1,0
3863,0x78b80,280.8,307.3,0
3864,0x78c00,308.1,283.1,1
3865,0x78c80,308.0,283.0,1
3866,0x78d00,281.8,315.5,0
3867,0x78d80,281.7,315.6,0
3868,0x78e00,308.0,282.8,1
3869,0x78e80,308.2,282.7,1
3870,0x78f00,281.9,315.5,0
3871,0x78f80,281.8,315.5,0
3872,0x79000,282.9,309.3,0
3873,0x79080,282.8,309.3,0
3874,0x79100,281.9,312.9,0
3875,0x79180,282.0,313.0,0
3876,0x79200,282.7,309.4,0
3877,0x79280,282.7,309.3,0
3878,0x79300,282.1,313.1,0
3879,0x79380,282.0,313.0,0
3880,0x79400,308.8,280.4,1
3881,0x79480,308.5,280.4,1
3882,0x79500,307.2,278.7,1
3883,0x79580,307.1,278.6,1
3884,0x79600,308.5,280.4,1
3885,0x79680,308.5,280.3,1
3886,0x79700,307.4,278.7,1
3887,0x79780,307.3,278.7,1
3888,0x79800,283.1,306.0,0
3889,0x79880,282.9,306.0,0
3890,0x79900,281.5,307.6,0
3891,0x79980,281.3,307.6,0
3892,0x79a00,283.0,306.3,0
3893,0x79a80,283.0,306.0,0
3894,0x79b00,281.1,307.5,0
3895,0x79b80,281.2,307.5,0
3896,0x79c00,281.8,315.9,0
3897,0x79c80,281.6,315.9,0
3898,0x79d00,307.0,278.8,1
3899,0x79d80,306.8,278.5,1
3900,0x79e00,281.6,315.8,0
3901,0x79e80,281.7,315.9,0
3902,0x79f00,306.7,278.8,1
3903,0x79f80,306.6,278.7,1
3904,0x7a000,303.2,274.5,1
3905,0x7a080,303.2,274.7,1
3906,0x7a100,304.1,275.3,1
3907,0x7a180,303.7,275.1,1
3908,0x7a200,303.2,274.5,1
3909,0x7a280,303.3,274.6,1
3910,0x7a300,303.8,275.3,1
3911,0x7a380,303.8,274.9,1
3912,0x7a400,281.0,314.8,0
3913,0x7a480,280.9,314.8,0
3914,0x7a500,278.3,304.1,0
3915,0x7a580,278.4,304.0,0
3916,0x7a600,280.8,314.8,0
3917,0x7a680,280.7,314.8,0
3918,0x7a700,278.3,304.1,0
3919,0x7a780,278.1,304.0,0
3920,0x7a800,302.7,275.0,1
3921,0x7a880,302.9,274.7,1
3922,0x7a900,281.3,312.7,0
3923,0x7a980,281.2,312.7,0
3924,0x7aa00,302.7,275.0,1
3925,0x7aa80,302.8,275.0,1
3926,0x7ab00,281.5,312.6,0
3927,0x7ab80,281.3,312.7,0
3928,0x7ac00,277.3,304.0,0
3929,0x7ac80,277.2,304.1,0
3930,0x7ad00,278.0,302.0,0
3931,0x7ad80,278.1,302.1,0
3932,0x7ae00,277.3,303.9,0
3933,0x7ae80,277.1,303.9,0
3934,0x7af00,278.1,302.1,0
3935,0x7af80,278.1,302.0,0
3936,0x7b000,302.5,277.5,1
3937,0x7b080,302.3,277.3,1
3938,0x7b100,303.7,279.0,1
3939,0x7b180,303.6,278.9,1
3940,0x7b200,302.5,277.7,1
3941,0x7b280,302.5,277.7,1
3942,0x7b300,303.6,279.0,1
3943,0x7b380,303.6,278.9,1
3944,0x7b400,277.0,306.5,0
3945,0x7b480,276.8,306.7,0
3946,0x7b500,280.7,315.0,0
3947,0x7b580,280.8,315.1,0
3948,0x7b600,276.8,306.6,0
3949,0x7b680,277.1,306.7,0
3950,0x7b700,280.9,315.2,0
3951,0x7b780,280.8,315.1,0
3952,0x7b800,280.5,317.5,0
3953,0x7b880,280.4,317.5,0
3954,0x7b900,303.6,277.7,1
3955,0x7b980,303.4,277.5,1
3956,0x7ba00,280.4,317.4,0
3957,0x7ba80,280.4,317.4,0
3958,0x7bb00,303.4,277.6,1
3959,0x7bb80,303.4,277.6,1
3960,0x7bc00,277.1,302.8,0
3961,0x7bc80,277.2,303.0,0
3962,0x7bd00,277.6,306.7,0
3963,0x7bd80,277.7,306.6,0
3964,0x7be00,277.1,303.0,0
3965,0x7be80,277.0,302.9,0
3966,0x7bf00,277.8,306.7,0
3967,0x7bf80,277.9,306.6,0
3968,0x7c000,278.2,307.8,0
3969,0x7c080,278.4,308.0,0
3970,0x7c100,278.8,305.1,0
3971,0x7c180,278.8,304.9,0
3972,0x7c200,278.3,307.8,0
3973,0x7c280,278.2,307.6,0
3974,0x7c300,278.6,304.8,0
3975,0x7c380,278.6,304.8,0
3976,0x7c400,304.1,278.8,1
3977,0x7c480,303.6,278.8,1
3978,0x7c500,277.6,315.5,0
3979,0x7c580,277.4,315.5,0
3980,0x7c600,304.0,279.0,1
3981,0x7c680,303.8,278.8,1
3982,0x7c700,277.4,315.3,0
3983,0x7c780,277.3,315.5,0
3984,0x7c800,278.0,311.0,0
3985,0x7c880,278.1,311.1,0
3986,0x7c900,278.5,308.2,0
3987,0x7c980,278.8,308.1,0
3988,0x7ca00,277.9,311.0,0
3989,0x7ca80,278.0,311.0,0
3990,0x7cb00,278.4,307.9,0
3991,0x7cb80,278.6,308.0,0
3992,0x7cc00,304.2,278.8,1
3993,0x7cc80,304.1,278.8,1
3994,0x7cd00,304.1,279.2,1
3995,0x7cd80,304.1,279.2,1
3996,0x7ce00,304.4,278.7,1
3997,0x7ce80,304.5,278.8,1
3998,0x7cf00,304.2,279.1,1
3999,0x7cf80,304.0,279.3,1
4000,0x7d000,278.9,302.1,0
4001,0x7d080,278.9,302.0,0
4002,0x7d100,279.0,305.5,0
4003,0x7d180,278.8,305.6,0
4004,0x7d200,278.8,301.8,0
4005,0x7d280,278.8,301.8,0
4006,0x7d300,278.9,305.6,0
4007,0x7d380,278.9,305.6,0
4008,0x7d400,278.5,308.4,0
4009,0x7d480,278.3,308.5,0
4010,0x7d500,304.6,276.3,1
4011,0x7d580,304.6,276.4,1
4012,0x7d600,278.4,308.4,0
4013,0x7d680,278.3,308.4,0
4014,0x7d700,304.7,276.3,1
4015,0x7d780,304.5,276.3,1
4016,0x7d800,278.7,305.3,0
4017,0x7d880,278.5,305.3,0
4018,0x7d900,277.5,312.8,0
4019,0x7d980,277.6,312.9,0
4020,0x7da00,278.6,305.4,0
4021,0x7da80,278.6,305.3,0
4022,0x7db00,277.8,312.9,0
4023,0x7db80,277.7,312.8,0
4024,0x7dc00,304.1,276.3,1
4025,0x7dc80,304.1,276.5,1
4026,0x7dd00,304.6,276.4,1
4027,0x7dd80,304.9,276.4,1
4028,0x7de00,304.5,276.4,1
4029,0x7de80,304.4,276.2,1
4030,0x7df00,304.9,276.4,1
4031,0x7df80,304.8,276.2,1
4032,0x7e000,304.0,275.0,1
4033,0x7e080,303.8,274.8,1
4034,0x7e100,277.4,311.5,0
4035,0x7e180,277.1,311.6,0
4036,0x7e200,303.8,274.8,1
4037,0x7e280,303.9,274.8,1
4038,0x7e300,277.3,311.5,0
4039,0x7e380,277.2,311.4,0
4040,0x7e400,278.4,303.7,0
4041,0x7e480,278.3,303.8,0
4042,0x7e500,277.6,300.5,0
4043,0x7e580,277.3,300.4,0
4044,0x7e600,278.3,303.8,0
4045,0x7e680,278.3,303.8,0
4046,0x7e700,277.6,300.3,0
4047,0x7e780,277.4,300.4,0
4048,0x7e800,304.1,276.4,1
4049,0x7e880,303.9,276.5,1
4050,0x7e900,303.0,275.0,1
4051,0x7e980,302.9,274.9,1
4052,0x7ea00,303.9,276.2,1
4053,0x7ea80,303.8,276.4,1
4054,0x7eb00,303.0,275.1,1
4055,0x7eb80,302.9,275.0,1
4056,0x7ec00,277.8,308.7,0
4057,0x7ec80,277.7,308.7,0
4058,0x7ed00,277.2,304.1,0
4059,0x7ed80,277.3,304.0,0
4060,0x7ee00,277.6,308.6,0
4061,0x7ee80,277.6,308.6,0
4062,0x7ef00,277.3,304.0,0
4063,0x7ef80,277.0,304.0,0
4064,0x7f000,277.3,311.2,0
4065,0x7f080,277.1,311.3,0
4066,0x7f100,302.5,277.5,1
4067,0x7f180,302.5,277.5,1
4068,0x7f200,277.3,311.2,0
4069,0x7f280,277.3,311.2,0
4070,0x7f300,302.6,277.7,1
4071,0x7f380,302.2,277.6,1
4072,0x7f400,277.9,304.8,0
4073,0x7f480,277.8,304.7,0
4074,0x7f500,277.0,306.3,0
4075,0x7f580,276.9,306.6,0
4076,0x7f600,277.9,304.7,0
4077,0x7f680,277.7,304.8,0
4078,0x7f700,276.6,306.6,0
4079,0x7f780,276.7,306.5,0
4080,0x7f800,303.4,277.4,1
4081,0x7f880,303.5,277.6,1
4082,0x7f900,302.8,277.2,1
4083,0x7f980,302.8,277.1,1
4084,0x7fa00,303.6,277.3,1
4085,0x7fa80,303.4,277.7,1
4086,0x7fb00,302.9,277.1,1
4087,0x7fb80,302.9,277.0,1
4088,0x7fc00,278.2,306.5,0
4089,0x7fc80,277.9,306.5,0
4090,0x7fd00,276.5,314.3,0
4091,0x7fd80,276.8,314.2,0
4092,0x7fe00,277.9,306.4,0
4093,0x7fe80,277.8,306.4,0
4094,0x7ff00,276.6,314.2,0
4095,0x7ff80,276.6,314.1,0
4096,0x80000,283.0,306.0,0
4097,0x80080,282.8,306.0,0
4098,0x80100,309.0,280.4,1
4099,0x80180,308.6,280.5,1
4100,0x80200,282.9,306.0,0
4101,0x80280,283.0,305.9,0
4102,0x80300,308.8,280.2,1
4103,0x80380,308.7,280.4,1
4104,0x80400,281.5,315.8,0
4105,0x80480,281.8,316.1,0
4106,0x80500,281.2,307.7,0
4107,0x80580,281.1,307.6,0
4108,0x80600,281.7,316.0,0
4109,0x80680,281.5,315.9,0
4110,0x80700,281.4,307.7,0
4111,0x80780,281.2,307.8,0
4112,0x80800,307.0,278.6,1
4113,0x80880,307.0,278.6,1
4114,0x80900,308.3,280.1,1
4115,0x80980,308.4,280.2,1
4116,0x80a00,307.1,278.8,1
4117,0x80a80,306.9,278.7,1
4118,0x80b00,308.5,280.1,1
4119,0x80b80,308.4,280.3,1
4120,0x80c00,282.6,309.5,0
4121,0x80c80,282.7,309.5,0
4122,0x80d00,281.4,304.6,0
4123,0x80d80,281.3,304.6,0
4124,0x80e00,283.0,309.5,0
4125,0x80e80,282.9,309.3,0
4126,0x80f00,281.4,304.4,0
4127,0x80f80,281.3,304.6,0
4128,0x81000,306.6,281.4,1
4129,0x81080,306.8,281.2,1
4130,0x81100,280.8,307.2,0
4131,0x81180,280.8,307.0,0
4132,0x81200,306.6,281.2,1
4133,0x81280,306.7,281.0,1
4134,0x81300,280.9,307.0,0
4135,0x81380,280.9,307.1,0
4136,0x81400,282.5,311.9,0
4137,0x81480,282.5,311.9,0
4138,0x81500,281.6,315.5,0
4139,0x81580,281.6,315.3,0
4140,0x81600,282.3,311.9,0
4141,0x81680,282.5,311.8,0
4142,0x81700,281.7,315.5,0
4143,0x81780,281.7,315.6,0
4144,0x81800,306.4,281.6,1
4145,0x81880,306.4,281.3,1
4146,0x81900,308.2,282.8,1
4147,0x81980,308.3,283.2,1
4148,0x81a00,306.4,281.5,1
4149,0x81a80,306.2,281.3,1
4150,0x81b00,308.3,282.9,1
4151,0x81b80,308.2,283.1,1
4152,0x81c00,282.5,308.7,0
4153,0x81c80,282.5,308.6,0
4154,0x81d00,280.8,310.2,0
4155,0x81d80,280.7,310.2,0
4156,0x81e00,282.4,308.7,0
4157,0x81e80,282.6,308.7,0
4158,0x81f00,280.7,310.4,0
4159,0x81f80,280.7,310.2,0
4160,0x82000,280.5,317.6,0
4161,0x82080,280.4,317.5,0
4162,0x82100,277.8,306.8,0
4163,0x82180,277.6,306.6,0
4164,0x82200,280.6,317.5,0
4165,0x82280,280.5,317.4,0
4166,0x82300,277.8,306.5,0
4167,0x82380,277.5,306.5,0
4168,0x82400,277.2,303.0,0
4169,0x82480,277.1,302.9,0
4170,0x82500,302.8,277.0,1
4171,0x82580,302.9,277.0,1
4172,0x82600,277.1,302.8,0
4173,0x82680,277.2,302.8,0
4174,0x82700,303.1,277.0,1
4175,0x82780,302.9,277.0,1
4176,0x82800,276.7,306.8,0
4177,0x82880,276.9,306.8,0
4178,0x82900,277.7,304.5,0
4179,0x82980,277.6,304.6,0
4180,0x82a00,276.8,306.8,0
4181,0x82a80,277.0,306.7,0
4182,0x82b00,277.9,304.7,0
4183,0x82b80,277.9,304.6,0
4184,0x82c00,303.6,278.7,1
4185,0x82c80,303.7,278.7,1
4186,0x82d00,302.3,277.7,1
4187,0x82d80,302.1,277.6,1
4188,0x82e00,303.6,278.7,1
4189,0x82e80,303.5,278.7,1
4190,0x82f00,302.4,277.8,1
4191,0x82f80,302.3,277.5,1
4192,0x83000,277.3,304.1,0
4193,0x83080,277.2,304.2,0
4194,0x83100,281.3,312.6,0
4195,0x83180,281.3,312.6,0
4196,0x83200,277.4,304.0,0
4197,0x83280,277.2,304.1,0
4198,0x83300,281.2,312.5,0
4199,0x83380,281.1,312.6,0
4200,0x83400,304.1,275.8,1
4201,0x83480,304.0,275.8,1
4202,0x83500,278.2,301.9,0
4203,0x83580,278.3,302.0,0
4204,0x83600,303.9,275.8,1
4205,0x83680,303.8,275.9,1
4206,0x83700,278.0,301.8,0
4207,0x83780,278.1,302.0,0
4208,0x83800,277.3,300.3,0
4209,0x83880,277.5,300.4,0
4210,0x83900,278.1,303.9,0
4211,0x83980,278.1,304.0,0
4212,0x83a00,277.5,300.1,0
4213,0x83a80,277.5,300.0,0
4214,0x83b00,278.1,304.0,0
4215,0x83b80,278.1,304.1,0
4216,0x83c00,303.7,275.1,1
4217,0x83c80,303.8,275.1,1
4218,0x83d00,303.3,274.7,1
4219,0x83d80,303.2,274.7,1
4220,0x83e00,303.6,275.4,1
4221,0x83e80,303.8,275.2,1
4222,0x83f00,303.2,274.6,1
4223,0x83f80,303.1,274.5,1
4224,0x84000,305.0,276.4,1
4225,0x84080,305.0,276.4,1
4226,0x84100,304.3,276.7,1
4227,0x84180,304.2,276.1,1
4228,0x84200,304.7,276.4,1
4229,0x84280,304.9,276.3,1
4230,0x84300,304.2,276.4,1
4231,0x84380,304.2,276.4,1
4232,0x84400,278.8,305.5,0
4233,0x84480,278.4,305.4,0
4234,0x84500,279.2,302.3,0
4235,0x84580,279.2,302.1,0
4236,0x84600,279.0,305.3,0
4237,0x84680,278.8,305.5,0
4238,0x84700,279.0,302.2,0
4239,0x84780,279.2,302.1,0
4240,0x84800,278.5,301.8,0
4241,0x84880,278.7,302.0,0
4242,0x84900,304.6,275.9,1
4243,0x84980,304.6,275.8,1
4244,0x84a00,278.6,301.9,0
4245,0x84a80,278.6,301.8,0
4246,0x84b00,304.6,276.1,1
4247,0x84b80,304.5,275.9,1
4248,0x84c00,278.3,308.3,0
4249,0x84c80,278.4,308.4,0
4250,0x84d00,278.9,305.5,0
4251,0x84d80,278.9,305.5,0
4252,0x84e00,278.2,308.4,0
4253,0x84e80,278.2,308.5,0
4254,0x84f00,279.1,305.5,0
4255,0x84f80,278.8,305.2,0
4256,0x85000,304.1,279.1,1
4257,0x85080,304.0,279.2,1
4258,0x85100,304.4,278.6,1
4259,0x85180,304.2,278.5,1
4260,0x85200,304.1,279.1,1
4261,0x85280,303.8,279.2,1
4262,0x85300,304.2,278.5,1
4263,0x85380,304.2,278.5,1
4264,0x85400,278.6,304.6,0
4265,0x85480,278.5,304.6,0
4266,0x85500,278.7,308.0,0
4267,0x85580,278.6,307.8,0
4268,0x85600,278.5,304.6,0
4269,0x85680,278.5,304.2,0
4270,0x85700,278.5,308.2,0
4271,0x85780,278.5,308.2,0
4272,0x85800,304.5,278.9,1
4273,0x85880,304.6,278.7,1
4274,0x85900,278.8,304.9,0
4275,0x85980,278.7,304.7,0
4276,0x85a00,304.7,278.8,1
4277,0x85a80,304.6,278.7,1
4278,0x85b00,278.7,304.9,0
4279,0x85b80,278.6,304.8,0
4280,0x85c00,278.2,307.8,0
4281,0x85c80,278.1,307.8,0
4282,0x85d00,277.1,315.4,0
4283,0x85d80,277.2,315.5,0
4284,0x85e00,278.3,307.9,0
4285,0x85e80,278.3,307.7,0
4286,0x85f00,277.2,315.3,0
4287,0x85f80,277.1,315.4,0
4288,0x86000,277.8,306.5,0
4289,0x86080,277.7,306.5,0
4290,0x86100,277.3,303.0,0
4291,0x86180,277.2,303.0,0
4292,0x86200,277.8,306.5,0
4293,0x86280,278.0,306.7,0
4294,0x86300,277.2,302.9,0
4295,0x86380,277.0,303.0,0
4296,0x86400,303.0,277.1,1
4297,0x86480,302.9,277.0,1
4298,0x86500,303.6,277.4,1
4299,0x86580,303.4,277.6,1
4300,0x86600,302.9,277.1,1
4301,0x86680,302.9,277.2,1
4302,0x86700,303.4,277.4,1
4303,0x86780,303.2,277.5,1
4304,0x86800,277.5,311.0,0
4305,0x86880,277.3,311.1,0
4306,0x86900,276.9,306.7,0
4307,0x86980,277.0,306.5,0
4308,0x86a00,277.3,311.0,0
4309,0x86a80,277.3,310.9,0
4310,0x86b00,276.9,306.8,0
4311,0x86b80,276.9,306.7,0
4312,0x86c00,277.6,304.7,0
4313,0x86c80,277.6,304.7,0
4314,0x86d00,303.8,278.8,1
4315,0x86d80,303.6,278.7,1
4316,0x86e00,277.7,304.7,0
4317,0x86e80,277.6,304.7,0
4318,0x86f00,303.5,278.7,1
4319,0x86f80,303.5,278.8,1
4320,0x87000,278.4,302.2,0
4321,0x87080,277.9,302.2,0
4322,0x87100,277.3,304.0,0
4323,0x87180,277.1,304.0,0
4324,0x87200,278.2,302.2,0
4325,0x87280,278.3,302.2,0
4326,0x87300,277.4,304.0,0
4327,0x87380,277.3,304.1,0
4328,0x87400,302.6,275.2,1
4329,0x87480,302.6,275.1,1
4330,0x87500,304.0,276.2,1
4331,0x87580,303.9,276.3,1
4332,0x87600,302.7,275.2,1
4333,0x87680,302.7,275.3,1
4334,0x87700,303.8,276.4,1
4335,0x87780,303.7,276.2,1
4336,0x87800,278.3,303.7,0
4337,0x87880,278.2,303.9,0
4338,0x87900,277.1,311.4,0
4339,0x87980,277.2,311.5,0
4340,0x87a00,278.2,303.8,0
4341,0x87a80,278.4,303.9,0
4342,0x87b00,277.3,311.5,0
4343,0x87b80,277.3,311.4,0
4344,0x87c00,303.2,274.7,1
4345,0x87c80,303.4,274.7,1
4346,0x87d00,277.6,300.4,0
4347,0x87d80,277.4,300.3,0
4348,0x87e00,303.3,274.5,1
4349,0x87e80,303.2,274.6,1
4350,0x87f00,277.6,300.3,0
4351,0x87f80,277.5,300.3,0
4352,0x88000,277.5,300.5,0
4353,0x88080,277.4,300.3,0
4354,0x88100,303.1,274.4,1
4355,0x88180,303.1,274.3,1
4356,0x88200,277.5,300.5,0
4357,0x88280,277.4,300.4,0
4358,0x88300,303.4,274.5,1
4359,0x88380,303.2,274.3,1
4360,0x88400,280.9,314.8,0
4361,0x88480,280.7,314.9,0
4362,0x88500,278.2,304.2,0
4363,0x88580,278.1,304.0,0
4364,0x88600,280.8,314.8,0
4365,0x88680,280.8,314.8,0
4366,0x88700,278.2,304.1,0
4367,0x88780,278.2,303.8,0
4368,0x88800,304.0,275.7,1
4369,0x88880,303.9,275.9,1
4370,0x88900,302.7,275.0,1
4371,0x88980,302.7,275.1,1
4372,0x88a00,304.0,275.9,1
4373,0x88a80,304.0,275.7,1
4374,0x88b00,302.8,274.9,1
4375,0x88b80,302.7,274.9,1
4376,0x88c00,277.2,304.1,0
4377,0x88c80,277.3,304.1,0
4378,0x88d00,278.0,302.1,0
4379,0x88d80,278.1,302.0,0
4380,0x88e00,277.1,304.0,0
4381,0x88e80,277.4,304.0,0
4382,0x88f00,278.2,302.2,0
4383,0x88f80,278.0,301.9,0
4384,0x89000,303.6,278.8,1
4385,0x89080,303.5,278.7,1
4386,0x89100,277.7,304.7,0
4387,0x89180,277.9,304.7,0
4388,0x89200,303.5,278.5,1
4389,0x89280,303.6,278.6,1
4390,0x89300,277.8,304.8,0
4391,0x89380,277.8,304.5,0
4392,0x89400,277.0,306.8,0
4393,0x89480,277.0,306.7,0
4394,0x89500,280.6,315.1,0
4395,0x89580,280.6,315.1,0
4396,0x89600,276.9,306.7,0
4397,0x89680,276.8,306.8,0
4398,0x89700,280.7,315.0,0
4399,0x89780,280.8,315.1,0
4400,0x89800,303.4,277.9,1
4401,0x89880,303.2,277.8,1
4402,0x89900,302.9,277.2,1
4403,0x89980,302.7,277.2,1
4404,0x89a00,303.4,277.8,1
4405,0x89a80,303.5,277.8,1
4406,0x89b00,303.1,277.3,1
4407,0x89b80,302.9,277.3,1
4408,0x89c00,277.0,303.0,0
4409,0x89c80,277.0,302.9,0
4410,0x89d00,277.8,306.9,0
4411,0x89d80,277.8,306.5,0
4412,0x89e00,277.1,303.1,0
4413,0x89e80,277.0,303.0,0
4414,0x89f00,277.8,306.8,0
4415,0x89f80,277.8,306.7,0
4416,0x8a000,281.1,318.8,0
4417,0x8a080,281.3,318.7,0
4418,0x8a100,280.8,310.2,0
4419,0x8a180,280.7,310.3,0
4420,0x8a200,281.3,318.8,0
4421,0x8a280,281.1,318.7,0
4422,0x8a300,280.8,310.1,0
4423,0x8a380,280.7,310.3,0
4424,0x8a400,282.7,309.0,0
4425,0x8a480,282.5,308.9,0
4426,0x8a500,308.4,283.1,1
4427,0x8a580,308.2,282.9,1
4428,0x8a600,282.5,308.8,0
4429,0x8a680,282.6,309.0,0
4430,0x8a700,308.4,283.0,1
4431,0x8a780,308.4,282.8,1
4432,0x8a800,282.4,312.1,0
4433,0x8a880,282.7,312.2,0
4434,0x8a900,280.8,306.9,0
4435,0x8a980,280.9,307.0,0
4436,0x8aa00,282.5,312.1,0
4437,0x8aa80,282.5,312.1,0
4438,0x8ab00,281.0,307.0,0
4439,0x8ab80,280.9,307.0,0
4440,0x8ac00,306.6,281.3,1
4441,0x8ac80,306.6,281.2,1
4442,0x8ad00,307.9,283.1,1
4443,0x8ad80,307.9,283.1,1
4444,0x8ae00,306.6,281.3,1
4445,0x8ae80,306.5,281.2,1
4446,0x8af00,308.1,283.1,1
4447,0x8af80,307.9,283.1,1
4448,0x8b000,282.9,309.4,0
4449,0x8b080,282.6,309.3,0
4450,0x8b100,282.2,313.1,0
4451,0x8b180,282.1,313.2,0
4452,0x8b200,282.9,309.2,0
4453,0x8b280,283.0,309.5,0
4454,0x8b300,282.1,313.1,0
4455,0x8b380,282.1,313.0,0
4456,0x8b400,307.2,278.6,1
4457,0x8b480,307.1,278.8,1
4458,0x8b500,281.3,304.4,0
4459,0x8b580,281.1,304.6,0
4460,0x8b600,307.1,278.7,1
4461,0x8b680,307.2,278.7,1
4462,0x8b700,281.3,304.4,0
4463,0x8b780,281.3,304.4,0
4464,0x8b800,283.1,306.1,0
4465,0x8b880,283.1,306.2,0
4466,0x8b900,281.1,308.0,0
4467,0x8b980,281.2,307.7,0
4468,0x8ba00,282.9,306.1,0
4469,0x8ba80,283.1,306.1,0
4470,0x8bb00,281.1,307.7,0
4471,0x8bb80,281.2,307.7,0
4472,0x8bc00,306.9,278.8,1
4473,0x8bc80,306.9,278.9,1
4474,0x8bd00,308.7,280.3,1
4475,0x8bd80,308.6,280.2,1
4476,0x8be00,306.8,278.7,1
4477,0x8be80,306.8,278.8,1
4478,0x8bf00,308.8,280.3,1
4479,0x8bf80,308.6,280.4,1
4480,0x8c000,303.2,274.5,1
4481,0x8c080,303.0,274.4,1
4482,0x8c100,303.7,274.9,1
4483,0x8c180,303.7,274.7,1
4484,0x8c200,303.4,274.3,1
4485,0x8c280,303.3,274.4,1
4486,0x8c300,304.0,274.7,1
4487,0x8c380,303.8,274.7,1
4488,0x8c400,278.3,304.0,0
4489,0x8c480,278.3,304.0,0
4490,0x8c500,277.6,300.3,0
4491,0x8c580,277.5,300.3,0
4492,0x8c600,278.1,304.1,0
4493,0x8c680,278.3,303.7,0
4494,0x8c700,277.5,300.0,0
4495,0x8c780,277.5,300.1,0
4496,0x8c800,278.4,302.3,0
4497,0x8c880,278.4,302.3,0
4498,0x8c900,303.9,276.4,1
4499,0x8c980,303.9,276.4,1
4500,0x8ca00,278.4,302.3,0
4501,0x8ca80,278.3,302.3,0
4502,0x8cb00,304.0,276.6,1
4503,0x8cb80,303.7,276.4,1
4504,0x8cc00,277.9,308.7,0
4505,0x8cc80,277.7,308.8,0
4506,0x8cd00,277.3,304.2,0
4507,0x8cd80,277.2,304.1,0
4508,0x8ce00,277.8,308.7,0
4509,0x8ce80,277.7,308.8,0
4510,0x8cf00,277.2,304.0,0
4511,0x8cf80,277.1,304.2,0
4512,0x8d000,302.4,278.0,1
4513,0x8d080,302.2,278.0,1
4514,0x8d100,303.5,278.9,1
4515,0x8d180,303.5,278.8,1
4516,0x8d200,302.4,277.9,1
4517,0x8d280,302.4,278.0,1
4518,0x8d300,303.5,278.8,1
4519,0x8d380,303.3,278.9,1
4520,0x8d400,277.8,304.8,0
4521,0x8d480,277.6,304.7,0
4522,0x8d500,277.1,306.9,0
4523,0x8d580,276.8,306.9,0
4524,0x8d600,277.8,304.7,0
4525,0x8d680,277.8,304.6,0
4526,0x8d700,277.0,306.7,0
4527,0x8d780,277.1,306.7,0
4528,0x8d800,302.9,276.8,1
4529,0x8d880,302.8,276.9,1
4530,0x8d900,276.9,302.9,0
4531,0x8d980,277.2,303.0,0
4532,0x8da00,302.8,277.0,1
4533,0x8da80,302.8,277.0,1
4534,0x8db00,277.2,302.8,0
4535,0x8db80,277.0,302.8,0
4536,0x8dc00,277.8,306.6,0
4537,0x8dc80,278.0,306.6,0
4538,0x8dd00,276.8,314.3,0
4539,0x8dd80,276.9,314.3,0
4540,0x8de00,277.9,306.5,0
4541,0x8de80,278.0,306.4,0
4542,0x8df00,276.8,314.2,0
4543,0x8df80,276.7,314.3,0
4544,0x8e000,278.2,307.8,0
4545,0x8e080,278.1,308.0,0
4546,0x8e100,278.8,304.9,0
4547,0x8e180,278.7,305.0,0
4548,0x8e200,278.1,308.0,0
4549,0x8e280,278.1,308.1,0
4550,0x8e300,278.6,304.9,0
4551,0x8e380,278.7,304.9,0
4552,0x8e400,304.5,278.8,1
4553,0x8e480,304.4,278.9,1
4554,0x8e500,304.0,279.0,1
4555,0x8e580,303.8,279.0,1
4556,0x8e600,304.4,278.9,1
4557,0x8e680,304.4,278.9,1
4558,0x8e700,303.6,279.0,1
