line,offset,latA,latB,label
8735,0x110f80,278.4,308.3,0
8736,0x111000,278.3,308.2,0
8737,0x111080,278.6,307.9,0
8738,0x111100,277.9,311.2,0
8739,0x111180,278.0,311.2,0
8740,0x111200,278.4,308.2,0
8741,0x111280,278.4,308.1,0
8742,0x111300,277.8,311.3,0
8743,0x111380,277.8,310.9,0
8744,0x111400,304.1,279.0,1
8745,0x111480,303.9,279.3,1
8746,0x111500,304.3,278.7,1
8747,0x111580,304.2,278.6,1
8748,0x111600,303.9,279.0,1
8749,0x111680,303.8,279.2,1
8750,0x111700,304.3,278.7,1
8751,0x111780,304.3,278.8,1
8752,0x111800,278.8,304.9,0
8753,0x111880,278.6,305.0,0
8754,0x111900,278.0,307.8,0
8755,0x111980,277.8,308.0,0
8756,0x111a00,278.8,305.0,0
8757,0x111a80,278.7,304.9,0
8758,0x111b00,278.1,308.1,0
8759,0x111b80,278.0,307.8,0
8760,0x111c00,277.0,315.4,0
8761,0x111c80,277.0,315.2,0
8762,0x111d00,304.0,279.1,1
8763,0x111d80,303.6,278.8,1
8764,0x111e00,277.3,315.4,0
8765,0x111e80,277.2,315.4,0
8766,0x111f00,304.0,278.8,1
8767,0x111f80,304.0,278.8,1
8768,0x112000,303.0,277.2,1
8769,0x112080,302.9,277.2,1
8770,0x112100,303.3,277.7,1
8771,0x112180,303.2,277.6,1
8772,0x112200,302.9,277.1,1
8773,0x112280,303.0,277.1,1
8774,0x112300,303.2,277.6,1
8775,0x112380,303.2,277.5,1
8776,0x112400,276.9,314.2,0
8777,0x112480,276.8,314.2,0
8778,0x112500,277.9,306.3,0
8779,0x112580,277.8,306.5,0
8780,0x112600,276.6,314.3,0
8781,0x112680,276.5,314.2,0
8782,0x112700,277.8,306.3,0
8783,0x112780,277.8,306.4,0
8784,0x112800,302.4,277.4,1
8785,0x112880,302.4,277.3,1
8786,0x112900,277.2,310.9,0
8787,0x112980,277.2,311.0,0
8788,0x112a00,302.4,277.5,1
8789,0x112a80,302.2,277.5,1
8790,0x112b00,277.1,311.1,0
8791,0x112b80,277.2,311.2,0
8792,0x112c00,276.8,306.6,0
8793,0x112c80,276.7,306.5,0
8794,0x112d00,277.6,304.8,0
8795,0x112d80,277.8,304.8,0
8796,0x112e00,276.7,306.8,0
8797,0x112e80,276.8,306.7,0
8798,0x112f00,277.8,304.8,0
8799,0x112f80,277.8,304.8,0
8800,0x113000,303.0,274.9,1
8801,0x113080,302.8,275.0,1
8802,0x113100,303.6,276.5,1
8803,0x113180,303.8,276.4,1
8804,0x113200,302.6,274.8,1
8805,0x113280,302.6,274.9,1
8806,0x113300,303.9,276.4,1
8807,0x113380,303.8,276.4,1
8808,0x113400,277.0,304.0,0
8809,0x113480,277.1,304.1,0
8810,0x113500,277.7,308.4,0
8811,0x113580,277.5,308.5,0
8812,0x113600,277.2,304.0,0
8813,0x113680,277.1,304.0,0
8814,0x113700,277.8,308.5,0
8815,0x113780,277.7,308.4,0
8816,0x113800,277.1,311.5,0
8817,0x113880,277.1,311.3,0
8818,0x113900,303.8,274.9,1
8819,0x113980,303.9,274.7,1
8820,0x113a00,277.3,311.6,0
8821,0x113a80,277.2,311.4,0
8822,0x113b00,303.8,274.8,1
8823,0x113b80,303.6,274.5,1
8824,0x113c00,277.6,300.3,0
8825,0x113c80,277.5,300.2,0
8826,0x113d00,278.3,303.8,0
8827,0x113d80,278.0,303.8,0
8828,0x113e00,277.4,300.3,0
8829,0x113e80,277.4,300.4,0
8830,0x113f00,278.1,303.9,0
8831,0x113f80,278.2,303.8,0
8832,0x114000,280.9,307.4,0
8833,0x114080,281.0,307.5,0
8834,0x114100,283.1,306.0,0
8835,0x114180,283.1,306.2,0
8836,0x114200,281.2,307.6,0
8837,0x114280,281.1,307.5,0
8838,0x114300,283.0,306.1,0
8839,0x114380,283.0,306.0,0
8840,0x114400,306.5,278.7,1
8841,0x114480,306.7,278.8,1
8842,0x114500,281.5,316.0,0
8843,0x114580,281.6,316.0,0
8844,0x114600,306.7,278.8,1
8845,0x114680,306.6,278.9,1
8846,0x114700,281.5,315.9,0
8847,0x114780,281.5,315.9,0
8848,0x114800,281.9,313.1,0
8849,0x114880,281.8,312.9,0
8850,0x114900,282.6,309.3,0
8851,0x114980,282.8,309.3,0
8852,0x114a00,282.0,313.1,0
8853,0x114a80,282.1,313.2,0
8854,0x114b00,282.8,309.2,0
8855,0x114b80,282.8,309.4,0
8856,0x114c00,307.3,278.4,1
8857,0x114c80,307.1,278.4,1
8858,0x114d00,308.4,280.5,1
8859,0x114d80,308.5,280.4,1
8860,0x114e00,307.2,278.7,1
8861,0x114e80,307.1,278.6,1
8862,0x114f00,308.4,280.5,1
8863,0x114f80,308.4,280.3,1
8864,0x115000,281.0,307.0,0
8865,0x115080,281.0,307.1,0
8866,0x115100,282.3,311.9,0
8867,0x115180,282.5,311.8,0
8868,0x115200,280.8,307.2,0
8869,0x115280,281.0,307.3,0
8870,0x115300,282.3,311.9,0
8871,0x115380,282.5,311.9,0
8872,0x115400,281.6,315.5,0
8873,0x115480,281.6,315.5,0
8874,0x115500,307.8,283.1,1
8875,0x115580,307.7,283.0,1
8876,0x115600,281.6,315.6,0
8877,0x115680,281.5,315.4,0
8878,0x115700,308.1,283.2,1
8879,0x115780,307.8,283.2,1
8880,0x115800,280.7,310.2,0
8881,0x115880,280.7,310.2,0
8882,0x115900,281.2,318.5,0
8883,0x115980,281.1,318.5,0
8884,0x115a00,280.7,310.2,0
8885,0x115a80,280.7,310.0,0
8886,0x115b00,281.1,318.4,0
8887,0x115b80,281.0,318.6,0
8888,0x115c00,306.3,281.4,1
8889,0x115c80,306.3,281.3,1
8890,0x115d00,308.2,282.5,1
8891,0x115d80,308.3,282.5,1
8892,0x115e00,306.2,281.3,1
8893,0x115e80,306.2,281.4,1
8894,0x115f00,308.3,282.6,1
8895,0x115f80,308.4,282.7,1
8896,0x116000,303.0,277.8,1
8897,0x116080,303.2,277.6,1
8898,0x116100,280.5,317.5,0
8899,0x116180,280.3,317.4,0
8900,0x116200,303.2,277.7,1
8901,0x116280,303.0,277.6,1
8902,0x116300,280.5,317.5,0
8903,0x116380,280.4,317.5,0
8904,0x116400,277.7,306.5,0
8905,0x116480,277.8,306.4,0
8906,0x116500,276.9,303.0,0
8907,0x116580,276.9,303.1,0
8908,0x116600,277.6,306.7,0
8909,0x116680,277.8,306.7,0
8910,0x116700,277.0,303.2,0
8911,0x116780,276.9,303.0,0
8912,0x116800,303.7,278.8,1
8913,0x116880,303.6,278.8,1
8914,0x116900,302.3,277.8,1
8915,0x116980,302.4,277.8,1
8916,0x116a00,303.5,278.6,1
8917,0x116a80,303.4,278.7,1
8918,0x116b00,302.2,277.5,1
8919,0x116b80,302.3,277.8,1
8920,0x116c00,280.9,315.1,0
8921,0x116c80,280.9,315.0,0
8922,0x116d00,276.7,306.5,0
8923,0x116d80,276.8,306.6,0
8924,0x116e00,280.8,315.2,0
8925,0x116e80,280.8,315.2,0
8926,0x116f00,276.6,306.7,0
8927,0x116f80,277.0,306.7,0
8928,0x117000,281.1,312.6,0
8929,0x117080,281.1,312.6,0
8930,0x117100,302.8,275.1,1
8931,0x117180,302.8,275.1,1
8932,0x117200,281.3,312.6,0
8933,0x117280,281.2,312.6,0
8934,0x117300,302.7,275.2,1
8935,0x117380,302.8,275.1,1
8936,0x117400,278.3,301.9,0
8937,0x117480,278.3,302.0,0
8938,0x117500,277.0,304.0,0
8939,0x117580,277.3,304.1,0
8940,0x117600,278.1,301.8,0
8941,0x117680,278.1,301.9,0
8942,0x117700,277.1,304.2,0
8943,0x117780,277.1,304.2,0
8944,0x117800,303.7,275.3,1
8945,0x117880,303.6,275.1,1
8946,0x117900,303.0,274.3,1
8947,0x117980,303.2,274.4,1
8948,0x117a00,303.7,275.2,1
8949,0x117a80,303.8,275.1,1
8950,0x117b00,303.1,274.4,1
8951,0x117b80,303.1,274.5,1
8952,0x117c00,278.1,304.1,0
8953,0x117c80,278.3,304.0,0
8954,0x117d00,280.8,314.9,0
8955,0x117d80,280.8,314.8,0
8956,0x117e00,278.1,303.8,0
8957,0x117e80,278.3,304.1,0
8958,0x117f00,280.8,314.8,0
8959,0x117f80,280.9,314.9,0
8960,0x118000,277.3,311.5,0
8961,0x118080,277.2,311.6,0
8962,0x118100,278.3,303.7,0
8963,0x118180,278.1,303.8,0
8964,0x118200,277.1,311.4,0
8965,0x118280,277.1,311.4,0
8966,0x118300,278.4,303.8,0
8967,0x118380,278.2,303.7,0
8968,0x118400,303.1,274.5,1
8969,0x118480,303.2,274.4,1
8970,0x118500,303.5,274.8,1
8971,0x118580,303.5,275.0,1
8972,0x118600,303.1,274.5,1
8973,0x118680,303.1,274.4,1
8974,0x118700,303.6,274.7,1
8975,0x118780,303.6,274.7,1
8976,0x118800,277.2,304.0,0
8977,0x118880,277.3,303.9,0
8978,0x118900,278.1,302.2,0
8979,0x118980,278.1,302.2,0
8980,0x118a00,277.0,304.1,0
8981,0x118a80,277.0,304.1,0
8982,0x118b00,277.9,302.1,0
8983,0x118b80,278.2,301.9,0
8984,0x118c00,302.8,275.1,1
8985,0x118c80,302.8,275.2,1
8986,0x118d00,277.6,308.4,0
8987,0x118d80,277.6,308.4,0
8988,0x118e00,302.7,275.1,1
8989,0x118e80,302.7,275.0,1
8990,0x118f00,277.6,308.5,0
8991,0x118f80,277.6,308.5,0
8992,0x119000,276.8,306.8,0
8993,0x119080,276.8,306.5,0
8994,0x119100,277.2,311.1,0
8995,0x119180,277.0,311.2,0
8996,0x119200,276.7,306.6,0
8997,0x119280,276.6,306.6,0
8998,0x119300,277.2,311.1,0
8999,0x119380,277.1,311.1,0
9000,0x119400,302.2,277.7,1
9001,0x119480,302.4,277.4,1
9002,0x119500,303.3,278.9,1
9003,0x119580,303.5,279.0,1
9004,0x119600,302.1,277.6,1
9005,0x119680,302.2,277.5,1
9006,0x119700,303.4,278.8,1
9007,0x119780,303.3,278.9,1
9008,0x119800,277.0,302.9,0
9009,0x119880,277.1,302.8,0
9010,0x119900,277.8,306.3,0
9011,0x119980,277.8,306.4,0
9012,0x119a00,276.8,303.0,0
9013,0x119a80,277.0,302.9,0
9014,0x119b00,277.5,306.5,0
9015,0x119b80,277.8,306.4,0
9016,0x119c00,276.7,314.3,0
9017,0x119c80,276.8,314.1,0
9018,0x119d00,303.3,277.6,1
9019,0x119d80,303.1,277.5,1
9020,0x119e00,276.9,314.2,0
9021,0x119e80,276.6,314.1,0
9022,0x119f00,303.3,277.5,1
9023,0x119f80,303.2,277.4,1
9024,0x11a000,304.6,278.8,1
9025,0x11a080,304.5,278.9,1
9026,0x11a100,303.9,278.8,1
9027,0x11a180,303.8,278.8,1
9028,0x11a200,304.6,278.8,1
9029,0x11a280,304.5,278.9,1
9030,0x11a300,303.6,278.9,1
9031,0x11a380,303.9,278.9,1
9032,0x11a400,277.1,315.4,0
9033,0x11a480,276.9,315.4,0
9034,0x11a500,278.1,307.8,0
9035,0x11a580,278.1,307.7,0
9036,0x11a600,277.0,315.3,0
9037,0x11a680,277.2,315.2,0
9038,0x11a700,278.2,308.0,0
9039,0x11a780,278.4,307.9,0
9040,0x11a800,304.2,278.9,1
9041,0x11a880,304.1,278.9,1
9042,0x11a900,278.0,311.1,0
9043,0x11a980,277.9,311.0,0
9044,0x11aa00,304.4,278.8,1
9045,0x11aa80,304.0,278.9,1
9046,0x11ab00,277.8,310.9,0
9047,0x11ab80,277.8,311.0,0
9048,0x11ac00,278.6,308.1,0
9049,0x11ac80,278.5,308.1,0
9050,0x11ad00,278.1,304.3,0
9051,0x11ad80,278.4,304.5,0
9052,0x11ae00,278.7,308.0,0
9053,0x11ae80,278.5,308.0,0
9054,0x11af00,278.4,304.5,0
9055,0x11af80,278.4,304.5,0
9056,0x11b000,304.5,276.1,1
9057,0x11b080,304.4,276.3,1
9058,0x11b100,304.6,275.7,1
9059,0x11b180,304.5,275.6,1
9060,0x11b200,304.5,276.2,1
9061,0x11b280,304.6,276.2,1
9062,0x11b300,304.4,275.8,1
9063,0x11b380,304.7,275.7,1
9064,0x11b400,279.0,305.5,0
9065,0x11b480,279.0,305.5,0
9066,0x11b500,278.2,308.4,0
9067,0x11b580,278.3,308.3,0
9068,0x11b600,278.8,305.2,0
9069,0x11b680,279.0,305.3,0
9070,0x11b700,278.2,308.3,0
9071,0x11b780,278.3,308.3,0
9072,0x11b800,277.6,312.6,0
9073,0x11b880,277.5,312.8,0
9074,0x11b900,304.2,276.2,1
9075,0x11b980,304.2,276.2,1
9076,0x11ba00,277.7,312.5,0
9077,0x11ba80,277.6,312.5,0
9078,0x11bb00,304.1,276.2,1
9079,0x11bb80,304.1,276.2,1
9080,0x11bc00,279.0,302.3,0
9081,0x11bc80,279.0,302.2,0
9082,0x11bd00,278.6,305.2,0
9083,0x11bd80,278.6,305.1,0
9084,0x11be00,279.1,302.1,0
9085,0x11be80,279.0,302.1,0
9086,0x11bf00,278.7,305.4,0
9087,0x11bf80,278.8,305.2,0
9088,0x11c000,278.2,304.0,0
9089,0x11c080,278.2,304.2,0
9090,0x11c100,277.5,300.1,0
9091,0x11c180,277.5,300.2,0
9092,0x11c200,278.0,304.1,0
9093,0x11c280,278.2,304.0,0
9094,0x11c300,277.5,300.4,0
9095,0x11c380,277.8,300.4,0
9096,0x11c400,303.8,275.5,1
9097,0x11c480,303.5,275.3,1
9098,0x11c500,280.8,315.0,0
9099,0x11c580,280.6,314.9,0
9100,0x11c600,303.7,275.2,1
9101,0x11c680,303.7,275.4,1
9102,0x11c700,280.8,314.9,0
9103,0x11c780,280.7,315.0,0
9104,0x11c800,281.0,312.5,0
9105,0x11c880,281.1,312.7,0
9106,0x11c900,277.2,304.0,0
9107,0x11c980,277.1,304.2,0
9108,0x11ca00,281.0,312.7,0
9109,0x11ca80,281.1,312.7,0
9110,0x11cb00,277.0,304.1,0
9111,0x11cb80,277.0,303.9,0
9112,0x11cc00,304.2,275.5,1
9113,0x11cc80,304.0,275.6,1
9114,0x11cd00,302.6,275.0,1
9115,0x11cd80,302.6,275.0,1
9116,0x11ce00,303.9,275.6,1
9117,0x11ce80,303.8,275.6,1
9118,0x11cf00,302.7,275.0,1
9119,0x11cf80,302.6,275.0,1
9120,0x11d000,277.7,304.5,0
9121,0x11d080,277.8,304.6,0
9122,0x11d100,276.9,306.8,0
9123,0x11d180,276.8,306.7,0
9124,0x11d200,277.7,304.6,0
9125,0x11d280,277.7,304.7,0
9126,0x11d300,276.8,306.7,0
9127,0x11d380,276.7,306.7,0
9128,0x11d400,280.6,315.0,0
9129,0x11d480,280.7,315.0,0
9130,0x11d500,302.3,277.7,1
9131,0x11d580,302.4,277.5,1
9132,0x11d600,280.9,315.1,0
9133,0x11d680,280.8,315.0,0
9134,0x11d700,302.3,277.5,1
9135,0x11d780,302.4,277.6,1
9136,0x11d800,277.6,306.8,0
9137,0x11d880,277.6,306.7,0
9138,0x11d900,280.4,317.3,0
9139,0x11d980,280.3,317.4,0
9140,0x11da00,277.6,306.7,0
9141,0x11da80,277.8,306.5,0
9142,0x11db00,280.4,317.4,0
9143,0x11db80,280.2,317.3,0
9144,0x11dc00,303.4,277.6,1
9145,0x11dc80,303.4,277.8,1
9146,0x11dd00,302.8,277.0,1
9147,0x11dd80,302.7,277.0,1
9148,0x11de00,303.3,277.6,1
9149,0x11de80,303.2,277.5,1
9150,0x11df00,302.7,277.0,1
9151,0x11df80,302.9,277.0,1
9152,0x11e000,306.0,281.3,1
9153,0x11e080,306.0,281.3,1
9154,0x11e100,281.3,318.6,0
9155,0x11e180,281.1,318.5,0
9156,0x11e200,306.3,281.3,1
9157,0x11e280,306.1,281.2,1
9158,0x11e300,281.2,318.6,0
9159,0x11e380,281.2,318.6,0
9160,0x11e400,280.6,310.3,0
9161,0x11e480,280.6,310.3,0
9162,0x11e500,282.4,308.7,0
9163,0x11e580,282.5,308.5,0
9164,0x11e600,280.8,310.3,0
9165,0x11e680,280.7,310.2,0
9166,0x11e700,282.5,308.8,0
9167,0x11e780,282.5,308.8,0
9168,0x11e800,306.6,281.3,1
9169,0x11e880,306.6,281.3,1
9170,0x11e900,307.8,283.2,1
9171,0x11e980,307.8,283.1,1
9172,0x11ea00,306.8,281.2,1
9173,0x11ea80,306.6,281.2,1
9174,0x11eb00,307.9,283.1,1
9175,0x11eb80,307.9,283.0,1
9176,0x11ec00,281.7,315.5,0
9177,0x11ec80,281.6,315.5,0
9178,0x11ed00,282.3,311.9,0
9179,0x11ed80,282.3,311.8,0
9180,0x11ee00,281.6,315.6,0
9181,0x11ee80,281.7,315.5,0
9182,0x11ef00,282.6,311.9,0
9183,0x11ef80,282.5,311.9,0
9184,0x11f000,282.1,313.1,0
9185,0x11f080,281.9,313.1,0
9186,0x11f100,308.2,280.5,1
9187,0x11f180,308.3,280.5,1
9188,0x11f200,282.0,313.1,0
9189,0x11f280,282.0,313.2,0
9190,0x11f300,308.5,280.4,1
9191,0x11f380,308.3,280.3,1
9192,0x11f400,281.2,304.7,0
9193,0x11f480,281.2,304.5,0
9194,0x11f500,282.5,309.2,0
9195,0x11f580,282.6,309.3,0
9196,0x11f600,281.3,304.6,0
9197,0x11f680,281.3,304.6,0
9198,0x11f700,282.8,309.3,0
9199,0x11f780,282.8,309.4,0
9200,0x11f800,306.8,278.7,1
9201,0x11f880,306.8,278.7,1
9202,0x11f900,308.5,280.3,1
9203,0x11f980,308.6,280.1,1
9204,0x11fa00,306.8,278.6,1
9205,0x11fa80,306.7,278.7,1
9206,0x11fb00,308.7,280.1,1
9207,0x11fb80,308.7,280.2,1
9208,0x11fc00,281.2,307.7,0
9209,0x11fc80,281.0,307.5,0
9210,0x11fd00,281.5,316.1,0
9211,0x11fd80,281.5,316.1,0
9212,0x11fe00,280.9,307.7,0
9213,0x11fe80,281.0,307.6,0
9214,0x11ff00,281.6,316.0,0
9215,0x11ff80,281.5,315.9,0
9216,0x120000,278.7,301.7,0
9217,0x120080,278.5,301.8,0
9218,0x120100,278.9,305.4,0
9219,0x120180,279.0,305.5,0
9220,0x120200,278.8,301.9,0
9221,0x120280,278.6,301.6,0
9222,0x120300,278.8,305.5,0
9223,0x120380,278.9,305.5,0
9224,0x120400,304.5,276.5,1
9225,0x120480,304.4,276.4,1
9226,0x120500,304.7,275.6,1
9227,0x120580,304.5,275.7,1
9228,0x120600,304.3,276.4,1
9229,0x120680,304.4,276.3,1
9230,0x120700,304.6,275.7,1
9231,0x120780,304.7,275.6,1
9232,0x120800,278.5,305.3,0
9233,0x120880,278.5,305.3,0
9234,0x120900,277.4,312.8,0
9235,0x120980,277.5,312.8,0
9236,0x120a00,278.6,305.3,0
9237,0x120a80,278.4,305.3,0
9238,0x120b00,277.5,312.6,0
9239,0x120b80,277.6,312.7,0
9240,0x120c00,305.0,276.2,1
9241,0x120c80,304.9,276.1,1
9242,0x120d00,279.0,302.1,0
9243,0x120d80,279.1,302.1,0
9244,0x120e00,305.0,276.3,1
9245,0x120e80,304.9,276.3,1
9246,0x120f00,279.0,302.1,0
9247,0x120f80,279.0,302.1,0
9248,0x121000,278.0,307.8,0
9249,0x121080,278.2,307.8,0
9250,0x121100,278.5,304.7,0
9251,0x121180,278.6,304.6,0
9252,0x121200,278.0,307.9,0
9253,0x121280,278.1,307.7,0
9254,0x121300,278.4,304.9,0
9255,0x121380,278.4,304.8,0
9256,0x121400,304.6,278.7,1
9257,0x121480,304.5,278.7,1
9258,0x121500,303.6,278.8,1
9259,0x121580,303.6,278.8,1
9260,0x121600,304.3,278.7,1
9261,0x121680,304.5,278.7,1
9262,0x121700,303.7,278.8,1
9263,0x121780,303.8,278.8,1
9264,0x121800,277.8,311.3,0
9265,0x121880,277.7,311.3,0
9266,0x121900,278.4,308.3,0
9267,0x121980,278.4,308.1,0
9268,0x121a00,277.7,311.0,0
9269,0x121a80,277.6,311.1,0
9270,0x121b00,278.5,308.0,0
9271,0x121b80,278.5,308.1,0
9272,0x121c00,278.3,304.3,0
9273,0x121c80,278.4,304.3,0
9274,0x121d00,304.2,279.0,1
9275,0x121d80,304.2,278.8,1
9276,0x121e00,278.4,304.3,0
9277,0x121e80,278.3,304.3,0
9278,0x121f00,304.2,278.7,1
9279,0x121f80,304.2,278.9,1
9280,0x122000,302.4,277.7,1
9281,0x122080,302.4,277.9,1
9282,0x122100,303.6,279.0,1
9283,0x122180,303.6,279.1,1
9284,0x122200,302.1,277.6,1
9285,0x122280,302.1,277.7,1
9286,0x122300,303.4,279.0,1
9287,0x122380,303.6,279.2,1
9288,0x122400,277.7,304.8,0
9289,0x122480,277.7,304.8,0
9290,0x122500,276.9,306.7,0
9291,0x122580,276.9,306.5,0
9292,0x122600,277.7,304.8,0
9293,0x122680,277.7,304.8,0
9294,0x122700,276.9,306.6,0
9295,0x122780,276.9,306.7,0
9296,0x122800,303.0,276.9,1
9297,0x122880,302.9,276.9,1
9298,0x122900,276.9,302.9,0
9299,0x122980,277.0,302.9,0
9300,0x122a00,302.8,277.0,1
9301,0x122a80,302.8,277.0,1
9302,0x122b00,277.1,302.9,0
9303,0x122b80,277.0,302.7,0
9304,0x122c00,277.7,306.6,0
9305,0x122c80,277.7,306.6,0
9306,0x122d00,276.6,314.2,0
9307,0x122d80,276.7,314.2,0
9308,0x122e00,278.0,306.4,0
9309,0x122e80,277.8,306.3,0
9310,0x122f00,276.7,314.2,0
9311,0x122f80,276.6,314.2,0
9312,0x123000,303.2,274.4,1
9313,0x123080,303.3,274.4,1
9314,0x123100,303.8,275.0,1
9315,0x123180,303.6,274.8,1
9316,0x123200,303.1,274.5,1
9317,0x123280,303.2,274.5,1
9318,0x123300,303.6,275.0,1
9319,0x123380,303.7,275.0,1
9320,0x123400,278.2,303.7,0
9321,0x123480,278.0,303.7,0
9322,0x123500,277.4,300.4,0
9323,0x123580,277.5,300.2,0
9324,0x123600,278.2,303.8,0
9325,0x123680,278.3,303.7,0
9326,0x123700,277.4,300.2,0
9327,0x123780,277.4,300.2,0
9328,0x123800,278.2,302.3,0
9329,0x123880,278.1,302.2,0
9330,0x123900,303.9,276.7,1
9331,0x123980,303.9,276.6,1
9332,0x123a00,277.9,302.2,0
9333,0x123a80,278.1,302.3,0
9334,0x123b00,303.9,276.6,1
9335,0x123b80,303.9,276.5,1
9336,0x123c00,277.6,308.4,0
9337,0x123c80,277.6,308.3,0
9338,0x123d00,277.1,303.9,0
9339,0x123d80,277.1,303.9,0
9340,0x123e00,277.5,308.4,0
9341,0x123e80,277.7,308.5,0
9342,0x123f00,277.4,304.0,0
9343,0x123f80,277.2,303.9,0
9344,0x124000,282.5,309.2,0
9345,0x124080,282.6,309.2,0
9346,0x124100,281.9,313.0,0
9347,0x124180,281.9,313.0,0
9348,0x124200,282.7,309.4,0
9349,0x124280,282.6,309.3,0
9350,0x124300,281.9,313.1,0
9351,0x124380,282.0,312.9,0
9352,0x124400,307.2,278.8,1
9353,0x124480,307.0,278.7,1
9354,0x124500,281.1,304.5,0
9355,0x124580,281.4,304.5,0
9356,0x124600,307.0,278.5,1
9357,0x124680,306.9,278.5,1
9358,0x124700,281.2,304.7,0
9359,0x124780,281.2,304.6,0
9360,0x124800,282.9,305.9,0
9361,0x124880,282.6,306.0,0
9362,0x124900,281.3,307.5,0
9363,0x124980,281.2,307.5,0
9364,0x124a00,282.9,306.0,0
9365,0x124a80,282.7,305.9,0
9366,0x124b00,281.2,307.5,0
9367,0x124b80,281.0,307.5,0
9368,0x124c00,306.7,278.7,1
9369,0x124c80,306.7,278.8,1
9370,0x124d00,308.7,280.1,1
9371,0x124d80,308.8,280.1,1
9372,0x124e00,306.6,278.7,1
9373,0x124e80,306.6,278.6,1
9374,0x124f00,308.5,280.2,1
9375,0x124f80,308.7,280.0,1
9376,0x125000,281.0,318.5,0
9377,0x125080,281.0,318.5,0
9378,0x125100,280.6,310.3,0
9379,0x125180,280.7,310.2,0
9380,0x125200,281.1,318.4,0
9381,0x125280,281.2,318.4,0
9382,0x125300,280.8,310.0,0
9383,0x125380,280.7,309.9,0
9384,0x125400,282.5,308.7,0
9385,0x125480,282.5,308.8,0
9386,0x125500,308.3,282.7,1
9387,0x125580,308.4,282.6,1
9388,0x125600,282.4,308.7,0
9389,0x125680,282.5,308.7,0
9390,0x125700,308.5,282.7,1
9391,0x125780,308.4,282.8,1
9392,0x125800,282.4,312.0,0
9393,0x125880,282.5,312.1,0
9394,0x125900,280.9,307.1,0
9395,0x125980,281.0,307.1,0
9396,0x125a00,282.4,312.2,0
9397,0x125a80,282.5,312.1,0
9398,0x125b00,280.9,306.9,0
9399,0x125b80,280.9,306.9,0
9400,0x125c00,306.4,281.1,1
9401,0x125c80,306.5,281.2,1
9402,0x125d00,307.7,283.0,1
9403,0x125d80,307.7,283.0,1
9404,0x125e00,306.6,281.0,1
9405,0x125e80,306.7,281.1,1
9406,0x125f00,308.0,283.2,1
9407,0x125f80,307.9,282.9,1
9408,0x126000,303.7,278.5,1
9409,0x126080,303.6,278.5,1
9410,0x126100,277.7,304.6,0
9411,0x126180,277.7,304.6,0
9412,0x126200,303.6,278.6,1
9413,0x126280,303.5,278.5,1
9414,0x126300,277.7,304.7,0
9415,0x126380,277.7,304.5,0
9416,0x126400,276.8,306.4,0
9417,0x126480,276.9,306.4,0
9418,0x126500,280.6,314.9,0
9419,0x126580,280.7,315.0,0
9420,0x126600,276.9,306.6,0
9421,0x126680,276.9,306.7,0
9422,0x126700,280.6,314.9,0
9423,0x126780,280.8,315.1,0
9424,0x126800,303.3,277.9,1
9425,0x126880,303.2,277.7,1
9426,0x126900,302.8,277.0,1
9427,0x126980,302.8,276.9,1
9428,0x126a00,303.4,277.8,1
9429,0x126a80,303.1,277.7,1
9430,0x126b00,303.0,276.8,1
9431,0x126b80,302.9,276.8,1
9432,0x126c00,276.9,303.0,0
9433,0x126c80,277.0,303.0,0
9434,0x126d00,277.5,306.7,0
9435,0x126d80,277.6,306.6,0
9436,0x126e00,277.0,302.8,0
9437,0x126e80,277.0,302.9,0
9438,0x126f00,277.6,306.6,0
9439,0x126f80,277.8,306.6,0
9440,0x127000,277.5,300.3,0
9441,0x127080,277.4,300.4,0
9442,0x127100,303.2,274.4,1
9443,0x127180,303.1,274.3,1
9444,0x127200,277.3,300.3,0
9445,0x127280,277.4,300.3,0
9446,0x127300,303.1,274.3,1
9447,0x127380,303.2,274.4,1
9448,0x127400,280.8,314.8,0
9449,0x127480,280.8,314.8,0
9450,0x127500,278.2,304.0,0
9451,0x127580,277.9,304.1,0
9452,0x127600,280.8,314.7,0
9453,0x127680,280.8,314.6,0
9454,0x127700,278.2,304.0,0
9455,0x127780,278.2,304.2,0
9456,0x127800,303.9,275.6,1
9457,0x127880,303.8,275.6,1
9458,0x127900,303.0,275.0,1
9459,0x127980,302.8,275.0,1
9460,0x127a00,303.9,275.5,1
9461,0x127a80,303.9,275.6,1
9462,0x127b00,302.7,275.1,1
9463,0x127b80,302.8,275.0,1
9464,0x127c00,277.1,304.2,0
9465,0x127c80,277.0,303.9,0
9466,0x127d00,278.1,301.8,0
9467,0x127d80,277.9,301.7,0
9468,0x127e00,277.1,304.0,0
9469,0x127e80,277.3,304.0,0
9470,0x127f00,278.1,301.8,0
9471,0x127f80,277.9,301.9,0
9472,0x128000,278.2,302.2,0
9473,0x128080,278.3,302.3,0
9474,0x128100,277.0,304.0,0
9475,0x128180,277.0,304.0,0
9476,0x128200,278.1,302.2,0
9477,0x128280,278.1,302.3,0
9478,0x128300,277.2,304.0,0
9479,0x128380,277.1,304.0,0
9480,0x128400,302.9,275.0,1
9481,0x128480,302.9,275.0,1
9482,0x128500,303.8,276.4,1
9483,0x128580,303.8,276.4,1
9484,0x128600,302.7,275.0,1
9485,0x128680,302.6,274.9,1
